"","char","freq"
"9862","影像",3
"9863","側面",3
"9864","房頂",3
"9865","原委",3
"9866","池面",3
"9867","首",3
"9868","渺無",3
"9869","宗教",3
"9870","名狀",3
"9871","預科",3
"9872","順利",3
"9873","肉感",3
"9874","截然不同",3
"9875","躲藏在",3
"9876","教給",3
"9877","染上",3
"9878","房屋",3
"9879","短",3
"9880","無情地",3
"9881","逮住",3
"9882","嘶啞",3
"9883","般",3
"9884","諸如",3
"9885","誦",3
"9886","邊",3
"9887","三",3
"9888","倚",3
"9889","排",3
"9890","這家",3
"9891","時機",3
"9892","七零八落",3
"9893","記述",3
"9894","系",3
"9895","疑問",3
"9896","呆",3
"9897","追上",3
"9898","飛揚",3
"9899","樂趣",3
"9900","精巧",3
"9901","精靈",3
"9902","薄雲",3
"9903","等於",3
"9904","衛生",3
"9905","補充",3
"9906","恐懼",3
"9907","膝蓋",3
"9908","避雨",3
"9909","巨掌",3
"9910","一記",3
"9911","講授",3
"9912","送",3
"9913","咬著",3
"9914","啁啾",3
"9915","請假",3
"9916","一處",3
"9917","當兒",3
"9918","至少",3
"9919","而來",3
"9920","須",3
"9921","迷惘",3
"9922","斥責",3
"9923","想像中",3
"9924","世紀末",3
"9925","尖銳",3
"9926","權力",3
"9927","旋",3
"9928","雨滴",3
"9929","上下",3
"9930","悲劇性",3
"9931","硬",3
"9932","火盆",3
"9933","妄念",3
"9934","人流",3
"9935","左邊",3
"9936","順便",3
"9937","備好",3
"9938","難解",3
"9939","聯想",3
"9940","灰",3
"9941","山崖",3
"9942","道理",3
"9943","校",3
"9944","親手",3
"9945","不願同",3
"9946","深陷",3
"9947","自尊心",3
"9948","納悶",3
"9949","黑乎乎",3
"9950","農村",3
"9951","前夕",3
"9952","盛開",3
"9953","海軍醫院",3
"9954","餡",3
"9955","生銹",3
"9956","重量",3
"9957","一宿",3
"9958","失望",3
"9959","田埂",3
"9960","刷白",3
"9961","跟",3
"9962","提及",3
"9963","這所",3
"9964","飄浮",3
"9965","作古",3
"9966","傾瀉",3
"9967","芒草",3
"9968","舉行",3
"9969","奇怪的是",3
"9970","糕點",3
"9971","聞名遐邇",3
"9972","精力",3
"9973","引領",3
"9974","痛切",3
"9975","瞥",3
"9976","制止",3
"9977","溫和",3
"9978","利義滿",3
"9979","鐵路",3
"9980","東",3
"9981","難以成眠",3
"9982","一旁",3
"9983","古",3
"9984","奏樂",3
"9985","撿起",3
"9986","輕微",3
"9987","氛圍",3
"9988","稱為",3
"9989","牆",3
"9990","遠近",3
"9991","支配",3
"9992","掌管",3
"9993","轟鳴",3
"9994","結晶體",3
"9995","面上",3
"9996","疊",3
"9997","菩薩",3
"9998","復生",3
"9999","錯誤",3
"10000","初次見面",3
"10001","護符",3
"10002","秋千",3
"10003","搬運",3
"10004","面積",3
"10005","媒介",3
"10006","一群",3
"10007","衣物",3
"10008","躡足",3
"10009","人間",3
"10010","沿",3
"10011","沉靜",3
"10012","獨木橋",3
"10013","太廟",3
"10014","將被",3
"10015","正當",3
"10016","裡只",3
"10017","舞鶴灣",3
"10018","怎樣才能",3
"10019","設法",3
"10020","女兒",3
"10021","縱令",3
"10022","由良",3
"10023","僅",3
"10024","停住",3
"10025","辦",3
"10026","禮儀",3
"10027","考試",3
"10028","溫乎",3
"10029","通曉",3
"10030","過著",3
"10031","高聳",3
"10032","板",3
"10033","滑落",3
"10034","感謝",3
"10035","建成",3
"10036","客殿",3
"10037","筷子",3
"10038","心理",3
"10039","住宅",3
"10040","喘著",3
"10041","場面",3
"10042","近郊",3
"10043","小島",3
"10044","往事",3
"10045","滲出",3
"10046","眼淚",3
"10047","我會",3
"10048","不已",3
"10049","召喚",3
"10050","國民",3
"10051","春假",3
"10052","氣候",3
"10053","發覺",3
"10054","流暢",3
"10055","一切都是",3
"10056","樹梢",3
"10057","怪",3
"10058","壁",3
"10059","抗拒",3
"10060","掌握",3
"10061","起伏",3
"10062","四肢",3
"10063","美好",3
"10064","代表",3
"10065","它同",3
"10066","瘦骨嶙峋",3
"10067","貧窮",3
"10068","懷了孕",3
"10069","抵園",3
"10070","頭一回",3
"10071","正月",3
"10072","一床",3
"10073","霧",3
"10074","戴",3
"10075","樓上",3
"10076","菜園",3
"10077","一丁點",3
"10078","這不",3
"10079","本願",3
"10080","低班",3
"10081","寒磣",3
"10082","步伐",3
"10083","粉碎",3
"10084","松開",3
"10085","我將",3
"10086","那次",3
"10087","脫口而出",3
"10088","四面八方",3
"10089","空蕩蕩",3
"10090","亂",3
"10091","口吻",3
"10092","念",3
"10093","搭",3
"10094","並不像",3
"10095","絕不會",3
"10096","急忙",3
"10097","投下",3
"10098","月底",3
"10099","閃耀",3
"10100","發光",3
"10101","念經",3
"10102","變換",3
"10103","遮擋住",3
"10104","空御堂",3
"10105","使命",3
"10106","目睹",3
"10107","提",3
"10108","色澤",3
"10109","閱讀",3
"10110","投入",3
"10111","博得",3
"10112","吸收",3
"10113","縮小",3
"10114","峽",3
"10115","談話",3
"10116","連接",3
"10117","後山",3
"10118","嚴厲",3
"10119","恰好",3
"10120","12",3
"10121","驚訝",3
"10122","珍奇",3
"10123","如",3
"10124","池",3
"10125","空中",3
"10126","xuxu",3
"10127","志樂村",3
"10128","五點",3
"10129","立著",3
"10130","治愈",3
"10131","課題",3
"10132","修好",3
"10133","緊閉",3
"10134","兩顆",3
"10135","自在",3
"10136","摩擦",3
"10137","一陣子",3
"10138","溫馨",3
"10139","恥笑",3
"10140","余地",3
"10141","冷颼颼",3
"10142","科爾德",3
"10143","昨夜",3
"10144","醫院",3
"10145","開槍",3
"10146","無緣",3
"10147","參與",3
"10148","交談",3
"10149","毫不相干",3
"10150","寒風",3
"10151","停滯",3
"10152","摞",3
"10153","適合",3
"10154","黃雀",3
"10155","一輛",3
"10156","俗世",3
"10157","打聽",3
"10158","關於",3
"10159","物資",3
"10160","重視",3
"10161","暑期",3
"10162","捲",3
"10163","白光",3
"10164","綁腿",3
"10165","翅膀",3
"10166","再過",3
"10167","下士",3
"10168","多長",3
"10169","喉嚨",3
"10170","褲子",3
"10171","寧靜",3
"10172","藝術家",3
"10173","日常",3
"10174","拿出",3
"10175","否定",3
"10176","合適",3
"10177","人行道",3
"10178","之情",3
"10179","正確",3
"10180","我喚",3
"10181","驚醒",3
"10182","掛在",3
"10183","那兒",3
"10184","講",3
"10185","寬敞",3
"10186","證人",3
"10187","裡側",3
"10188","王",3
"10189","各",3
"10190","瓦解",3
"10191","寄來",3
"10192","處理",3
"10193","金絲",3
"10194","黃昏",3
"10195","怪癖",3
"10196","一清二楚",3
"10197","刑罰",3
"10198","依然如故",3
"10199","這塊",3
"10200","海潮",3
"10201","夢鄉",3
"10202","之心",3
"10203","肉眼",3
"10204","屈服",3
"10205","乘上",3
"10206","答應",3
"10207","確是",3
"10208","鐵",3
"10209","飾",3
"10210","讀書",3
"10211","疲憊",3
"10212","晚",3
"10213","這本",3
"10214","講課",3
"10215","完結",3
"10216","有氣無力",3
"10217","佛語",3
"10218","光滑",3
"10219","零",3
"10220","無視",3
"10221","叩門",4
"10222","鮮艷",4
"10223","解決",4
"10224","見面",4
"10225","落下",4
"10226","近似",4
"10227","細雨",4
"10228","報警器",4
"10229","一遍",4
"10230","縱身",4
"10231","家中",4
"10232","青色",4
"10233","風景",4
"10234","某",4
"10235","肯定",4
"10236","每",4
"10237","質問",4
"10238","樹陰",4
"10239","毀掉",4
"10240","斑駁",4
"10241","預想",4
"10242","牙齒",4
"10243","焦躁",4
"10244","宿舍",4
"10245","嘍",4
"10246","細節",4
"10247","惟獨",4
"10248","佔據",4
"10249","一睹",4
"10250","單純",4
"10251","介紹",4
"10252","外面",4
"10253","黃",4
"10254","站長",4
"10255","親近",4
"10256","閃電",4
"10257","回老家",4
"10258","清掃",4
"10259","越過",4
"10260","管理",4
"10261","董事",4
"10262","掀起",4
"10263","京都市",4
"10264","西側",4
"10265","豐富",4
"10266","凝固",4
"10267","洗涮",4
"10268","一間",4
"10269","朱",4
"10270","3000",4
"10271","辭典",4
"10272","雖說",4
"10273","用途",4
"10274","悠然",4
"10275","沙子",4
"10276","乎",4
"10277","步入",4
"10278","已成",4
"10279","新任",4
"10280","精緻",4
"10281","受傷",4
"10282","變",4
"10283","五番",4
"10284","公路",4
"10285","渴望",4
"10286","臭味",4
"10287","波",4
"10288","名僧",4
"10289","逃避",4
"10290","排列",4
"10291","凝聚",4
"10292","響聲",4
"10293","彼方",4
"10294","積澱",4
"10295","耳邊",4
"10296","男性",4
"10297","嘟噥",4
"10298","摔倒",4
"10299","拔掉",4
"10300","齲齒",4
"10301","焦灼",4
"10302","無聊",4
"10303","判斷",4
"10304","小鳥",4
"10305","花莖",4
"10306","碰上",4
"10307","反映",4
"10308","猛烈地",4
"10309","爽朗",4
"10310","進來",4
"10311","遊廊",4
"10312","的門",4
"10313","白天",4
"10314","概括",4
"10315","紙包",4
"10316","再來",4
"10317","禪",4
"10318","厚厚的",4
"10319","沙沙作響",4
"10320","地被",4
"10321","連同",4
"10322","點",4
"10323","爭執",4
"10324","不見",4
"10325","睡",4
"10326","先前",4
"10327","假牙",4
"10328","見",4
"10329","頭頂",4
"10330","對比",4
"10331","陰暗",4
"10332","肉",4
"10333","棉被",4
"10334","征兆",4
"10335","黎明",4
"10336","雜務",4
"10337","萬分",4
"10338","餅",4
"10339","徒然",4
"10340","鼓舞",4
"10341","趁",4
"10342","抽象",4
"10343","北側",4
"10344","微妙",4
"10345","揚聲",4
"10346","把手",4
"10347","這樁",4
"10348","愛情",4
"10349","堅決",4
"10350","說法",4
"10351","響徹",4
"10352","攤開",4
"10353","局",4
"10354","運動",4
"10355","竹子",4
"10356","壓根兒",4
"10357","奶汁",4
"10358","一些",4
"10359","廊",4
"10360","暑假",4
"10361","朦朦朧朧",4
"10362","隱約可見",4
"10363","游山",4
"10364","假日",4
"10365","巧妙",4
"10366","心緒",4
"10367","教室",4
"10368","至",4
"10369","褪",4
"10370","粗氣",4
"10371","頭來",4
"10372","30",4
"10373","規定",4
"10374","草坪",4
"10375","鮮血",4
"10376","剝落",4
"10377","薄薄的",4
"10378","水溝",4
"10379","遠離",4
"10380","錯過",4
"10381","一度",4
"10382","且",4
"10383","第二天",4
"10384","容貌",4
"10385","文學",4
"10386","效果",4
"10387","藍色",4
"10388","輕而易舉",4
"10389","變小",4
"10390","生就",4
"10391","相應",4
"10392","剪子",4
"10393","托付",4
"10394","籐",4
"10395","殘疾",4
"10396","健全",4
"10397","水中",4
"10398","自",4
"10399","柏",4
"10400","歡迎",4
"10401","不受",4
"10402","不愧",4
"10403","勝利",4
"10404","觀",4
"10405","我說",4
"10406","美貌",4
"10407","項",4
"10408","無表情",4
"10409","幾天",4
"10410","這幢",4
"10411","木板",4
"10412","蔚藍",4
"10413","紅磚",4
"10414","比睿山",4
"10415","寫道",4
"10416","最好",4
"10417","衣袖",4
"10418","回響",4
"10419","一到",4
"10420","發白",4
"10421","四處",4
"10422","及",4
"10423","自白",4
"10424","血",4
"10425","有著",4
"10426","盼望",4
"10427","象征性",4
"10428","日光",4
"10429","無辜",4
"10430","凝結",4
"10431","西邊",4
"10432","發揮",4
"10433","友情",4
"10434","場合",4
"10435","就行了",4
"10436","應有",4
"10437","轉眼間",4
"10438","水草",4
"10439","恩惠",4
"10440","漫不經心",4
"10441","叩頭",4
"10442","紙",4
"10443","兩條",4
"10444","抒情",4
"10445","粗大",4
"10446","燦爛輝煌",4
"10447","拔腿就跑",4
"10448","我用",4
"10449","厲害",4
"10450","幾句",4
"10451","微寒",4
"10452","工作服",4
"10453","逐一",4
"10454","窗外",4
"10455","豪華",4
"10456","講義",4
"10457","露珠",4
"10458","低矮",4
"10459","追趕",4
"10460","以其",4
"10461","二",4
"10462","逝去",4
"10463","束縛",4
"10464","游客",4
"10465","付",4
"10466","構成",4
"10467","馬路",4
"10468","多年",4
"10469","從小",4
"10470","劃破",4
"10471","陷入",4
"10472","性功能",4
"10473","住處",4
"10474","無垢",4
"10475","人工",4
"10476","細細的",4
"10477","結局",4
"10478","目送",4
"10479","這點",4
"10480","擁抱",4
"10481","肌肉",4
"10482","爿",4
"10483","劍",4
"10484","對立",4
"10485","脫",4
"10486","兩堂",4
"10487","殘存",4
"10488","瑩白",4
"10489","很長",4
"10490","鑒",4
"10491","揣",4
"10492","幾次",4
"10493","難題",4
"10494","妒忌",4
"10495","雙眼",4
"10496","愉悅",4
"10497","灰燼",4
"10498","那張",4
"10499","相隔",4
"10500","做法",4
"10501","點燃",4
"10502","痛哭",4
"10503","味兒",4
"10504","朝霞",4
"10505","明兒",4
"10506","一字",4
"10507","不錯",4
"10508","屣",4
"10509","妻子",4
"10510","貞操",4
"10511","回想",4
"10512","這筆",4
"10513","胳膊",4
"10514","上車",4
"10515","掠過",4
"10516","相會",4
"10517","前進",4
"10518","儲藏室",4
"10519","恰似",4
"10520","佛殿",4
"10521","升學",4
"10522","健康",4
"10523","片刻",4
"10524","傳到",4
"10525","嘴邊",4
"10526","低下頭來",4
"10527","敘述",4
"10528","執拗",4
"10529","入",4
"10530","清醒",4
"10531","生涯",4
"10532","騎",4
"10533","仰仗",4
"10534","腦子",4
"10535","無機",4
"10536","如上所述",4
"10537","百寶",4
"10538","媽媽",4
"10539","頂上",4
"10540","豐滿",4
"10541","金周",4
"10542","質量",4
"10543","遇上",4
"10544","剛要",4
"10545","默不作聲",4
"10546","陪",4
"10547","隔絕",4
"10548","良",4
"10549","緊張",4
"10550","四",4
"10551","赤松",4
"10552","三天",4
"10553","兩三個",4
"10554","地將",4
"10555","颶風",4
"10556","山道",4
"10557","腳下",4
"10558","生氣",4
"10559","我來",4
"10560","實是",4
"10561","金闊",4
"10562","壓迫",4
"10563","過度",4
"10564","念珠",4
"10565","沉睡",4
"10566","沒能",4
"10567","淡薄",4
"10568","揩",4
"10569","如前所述",4
"10570","前一天",4
"10571","架起",4
"10572","久",4
"10573","糯米",4
"10574","故鄉",4
"10575","地下",4
"10576","平等性",4
"10577","源泉",4
"10578","立在",4
"10579","恰巧",4
"10580","彈力",4
"10581","相國寺",4
"10582","跪",4
"10583","體味",4
"10584","大吃一驚",4
"10585","跟蹤",4
"10586","湊近",4
"10587","畏懼",4
"10588","導致",4
"10589","有如",4
"10590","上去",4
"10591","異乎尋常",4
"10592","雖",4
"10593","戰火",4
"10594","傲慢",4
"10595","幸好",4
"10596","遭受",4
"10597","顧忌",4
"10598","事後",4
"10599","數日",4
"10600","另外",4
"10601","參加",4
"10602","前往",4
"10603","經",4
"10604","仙女",4
"10605","屏住",4
"10606","撒滿",4
"10607","遺物",4
"10608","落下來",4
"10609","樹葉",4
"10610","外側",4
"10611","責備",4
"10612","煙花",4
"10613","昨晚",4
"10614","草地上",4
"10615","還要",4
"10616","一團",4
"10617","允許",4
"10618","喜愛",4
"10619","這只",4
"10620","陪伴",4
"10621","無以",4
"10622","木質",4
"10623","靜止",4
"10624","湧",4
"10625","學院",4
"10626","份量",4
"10627","第二次",4
"10628","阻隔",4
"10629","足夠",4
"10630","天氣",4
"10631","輕輕地",4
"10632","夏",4
"10633","阻擋",4
"10634","胸膛",4
"10635","埋",4
"10636","鑲嵌",4
"10637","襲來",4
"10638","氣氛",4
"10639","眉毛",4
"10640","炎熱",4
"10641","纖巧",4
"10642","格子窗",4
"10643","我成",4
"10644","這兒",4
"10645","迎接",4
"10646","照料",4
"10647","溫柔",4
"10648","長統",4
"10649","三捆",4
"10650","猛然",4
"10651","屍體",4
"10652","通到",4
"10653","茶碗",4
"10654","膝",4
"10655","樹下",4
"10656","呼應",4
"10657","信",4
"10658","建立",4
"10659","田",4
"10660","很大",4
"10661","眾人",4
"10662","難以忍受",4
"10663","田地",4
"10664","狩野",4
"10665","拯救",4
"10666","高僧",4
"10667","初夏",4
"10668","核心",4
"10669","漂亮",4
"10670","醒來",4
"10671","門的",4
"10672","與其說是",4
"10673","中心",4
"10674","有位",4
"10675","米",4
"10676","藻類",4
"10677","鑽出",4
"10678","極其",4
"10679","濃重",4
"10680","方式",4
"10681","游人",4
"10682","拂曉",4
"10683","當地",4
"10684","茫然",4
"10685","安眠藥",4
"10686","主人",4
"10687","千真萬確",4
"10688","也罷",4
"10689","借助",4
"10690","命令",4
"10691","屋",4
"10692","複雜",4
"10693","單調",4
"10694","愛我",4
"10695","走路",4
"10696","計算",4
"10697","燈籠",4
"10698","有朝一日",4
"10699","小石子",4
"10700","深",4
"10701","就要",4
"10702","腦海",4
"10703","去世",4
"10704","面臨",4
"10705","圍繞",4
"10706","無聲",4
"10707","平面",4
"10708","亭",4
"10709","令",4
"10710","伸手",4
"10711","棒球",4
"10712","朝陽",4
"10713","裡面",4
"10714","非同尋常",4
"10715","另一方面",4
"10716","咳嗽",4
"10717","勞頓",4
"10718","端莊",4
"10719","陰沉",4
"10720","將軍",4
"10721","月影",4
"10722","山峰",4
"10723","稜",4
"10724","星星",4
"10725","個人",4
"10726","有時候",4
"10727","狂人",4
"10728","名",4
"10729","下面",4
"10730","嘿",4
"10731","種植",4
"10732","粘",4
"10733","傷害",4
"10734","掃帚",4
"10735","至於",4
"10736","特有",4
"10737","中院",4
"10738","採取",4
"10739","左",4
"10740","自覺",4
"10741","權利",4
"10742","打了個",4
"10743","寂寞",4
"10744","破舊",4
"10745","信號",4
"10746","繼承",4
"10747","察覺到",4
"10748","厭煩",4
"10749","樂於",4
"10750","白襯衫",4
"10751","期望",4
"10752","主題",4
"10753","眼角",4
"10754","對岸",4
"10755","窺見",4
"10756","小心",4
"10757","巖",4
"10758","踏上",4
"10759","小貓",4
"10760","拇指",4
"10761","叢中",4
"10762","長滿",4
"10763","克",4
"10764","利用",4
"10765","空想",4
"10766","手段",4
"10767","西班牙",4
"10768","世紀",4
"10769","歇息",4
"10770","英雄",4
"10771","沾滿",4
"10772","其間",4
"10773","和盤托出",4
"10774","撞",4
"10775","實際",4
"10776","松弛",4
"10777","使人",4
"10778","冷靜",4
"10779","看似",4
"10780","展現",4
"10781","豎起",4
"10782","尾隨",4
"10783","一周",4
"10784","年輕人",4
"10785","不再",4
"10786","超過",4
"10787","侵犯",4
"10788","關",4
"10789","裝飾",4
"10790","相",4
"10791","香",4
"10792","不了",4
"10793","描繪",4
"10794","收藏",4
"10795","照射",4
"10796","采取",4
"10797","派",4
"10798","及其",4
"10799","果",4
"10800","緘口不言",4
"10801","呈",4
"10802","男子漢",4
"10803","橫躺",4
"10804","金",4
"10805","實質",4
"10806","本質",4
"10807","路程",4
"10808","右側",4
"10809","幕府",4
"10810","龐大",4
"10811","句",4
"10812","一道",4
"10813","採購",4
"10814","艱難",4
"10815","電報",4
"10816","自古以來",4
"10817","外",4
"10818","陣雨",4
"10819","曬",4
"10820","結尾",4
"10821","灰塵",4
"10822","惡作劇",4
"10823","生病",4
"10824","造型",4
"10825","偽善",4
"10826","花叢",4
"10827","掃除",5
"10828","全貌",5
"10829","香資箱",5
"10830","慈祥",5
"10831","著名",5
"10832","僅此而已",5
"10833","色",5
"10834","勉強",5
"10835","景色",5
"10836","腐敗",5
"10837","黝黑",5
"10838","坐墊",5
"10839","土牆",5
"10840","潮濕",5
"10841","耀眼",5
"10842","縫隙",5
"10843","電話",5
"10844","水裡",5
"10845","奔",5
"10846","雙親",5
"10847","緣由",5
"10848","環繞",5
"10849","其後",5
"10850","艦隊",5
"10851","喂",5
"10852","青樓",5
"10853","衣服",5
"10854","代替",5
"10855","笑了起來",5
"10856","窗",5
"10857","某個",5
"10858","包",5
"10859","跳動",5
"10860","亮光",5
"10861","跪坐",5
"10862","占",5
"10863","很快",5
"10864","親切感",5
"10865","街上",5
"10866","比喻",5
"10867","環境",5
"10868","興趣",5
"10869","微不足道",5
"10870","爬",5
"10871","工地",5
"10872","下個",5
"10873","他將",5
"10874","修行",5
"10875","龜山",5
"10876","毛巾",5
"10877","一支",5
"10878","醜陋",5
"10879","震顫",5
"10880","枯萎",5
"10881","嫻熟",5
"10882","隨之",5
"10883","脫離",5
"10884","光澤",5
"10885","訓斥",5
"10886","皮",5
"10887","睡衣",5
"10888","常常",5
"10889","證明",5
"10890","有所",5
"10891","相似",5
"10892","我同",5
"10893","顯出",5
"10894","喚醒",5
"10895","台階",5
"10896","還原",5
"10897","痛",5
"10898","知",5
"10899","山毛櫸",5
"10900","繞",5
"10901","乘客",5
"10902","稀疏",5
"10903","從而",5
"10904","喝",5
"10905","眼看",5
"10906","悄然",5
"10907","歪",5
"10908","碎片",5
"10909","愚蠢",5
"10910","談",5
"10911","果然",5
"10912","最近",5
"10913","渾身",5
"10914","噩夢",5
"10915","修剪",5
"10916","甘甜",5
"10917","日後",5
"10918","同一個",5
"10919","虛像",5
"10920","生物",5
"10921","著手",5
"10922","給了",5
"10923","釘子",5
"10924","房子",5
"10925","晶亮",5
"10926","難以置信",5
"10927","道歉",5
"10928","誠實",5
"10929","冒瀆",5
"10930","精密",5
"10931","尖端",5
"10932","勁兒",5
"10933","低",5
"10934","觀念",5
"10935","老朽",5
"10936","俱樂部",5
"10937","課",5
"10938","破損",5
"10939","一幢",5
"10940","請求",5
"10941","髒",5
"10942","後院",5
"10943","頭天",5
"10944","敲",5
"10945","誘惑",5
"10946","建造",5
"10947","足以",5
"10948","譯成",5
"10949","說過",5
"10950","映",5
"10951","市街",5
"10952","華麗",5
"10953","抽",5
"10954","證據",5
"10955","等候",5
"10956","佛",5
"10957","禮物",5
"10958","這份",5
"10959","思念",5
"10960","自殺",5
"10961","行",5
"10962","揪住",5
"10963","遺容",5
"10964","粗野",5
"10965","娼婦",5
"10966","背向",5
"10967","看透",5
"10968","畫面",5
"10969","之外",5
"10970","隨",5
"10971","事實上",5
"10972","體內",5
"10973","融化",5
"10974","導游",5
"10975","長期",5
"10976","森林",5
"10977","輕易",5
"10978","明晰",5
"10979","早春",5
"10980","卡車",5
"10981","小巧",5
"10982","歲",5
"10983","夕照",5
"10984","符合",5
"10985","矛盾",5
"10986","統統",5
"10987","根源",5
"10988","驅逐",5
"10989","不得",5
"10990","夜晚",5
"10991","心滿意足",5
"10992","震驚",5
"10993","斷然",5
"10994","淒慘",5
"10995","高雅",5
"10996","破壞",5
"10997","會見",5
"10998","邪惡",5
"10999","警察局",5
"11000","閃閃發光",5
"11001","落入",5
"11002","掏",5
"11003","前去",5
"11004","入伍",5
"11005","久久",5
"11006","河流",5
"11007","舌頭",5
"11008","襪子",5
"11009","極度",5
"11010","打",5
"11011","樓閣",5
"11012","楓樹",5
"11013","夕佳亭",5
"11014","書桌",5
"11015","完",5
"11016","冷不防",5
"11017","活人",5
"11018","尤其",5
"11019","雨點",5
"11020","庵",5
"11021","般地",5
"11022","室內",5
"11023","少年時代",5
"11024","平安",5
"11025","一會兒",5
"11026","不論是",5
"11027","走近",5
"11028","快",5
"11029","葉",5
"11030","布",5
"11031","池子",5
"11032","雜草",5
"11033","分明",5
"11034","平日",5
"11035","喪失",5
"11036","灼熱",5
"11037","經歷",5
"11038","襲擊",5
"11039","逃兵",5
"11040","同情",5
"11041","全閣",5
"11042","一樁",5
"11043","先",5
"11044","吉利",5
"11045","照",5
"11046","告別",5
"11047","休息",5
"11048","第",5
"11049","格子",5
"11050","畢",5
"11051","有生以來",5
"11052","嶄新",5
"11053","一個勁地",5
"11054","狹窄",5
"11055","心象",5
"11056","一把",5
"11057","矮",5
"11058","弄",5
"11059","這般",5
"11060","對此",5
"11061","過後",5
"11062","縱火者",5
"11063","敏感",5
"11064","戶外",5
"11065","末期",5
"11066","裡來",5
"11067","受",5
"11068","提供",5
"11069","老家",5
"11070","一名",5
"11071","煙",5
"11072","直接",5
"11073","雲彩",5
"11074","寂然無聲",5
"11075","海面",5
"11076","襯衫",5
"11077","叫喚",5
"11078","町",5
"11079","正殿",5
"11080","挺起",5
"11081","親自",5
"11082","取出",5
"11083","人群",5
"11084","冷漠",5
"11085","生存",5
"11086","怎",5
"11087","接待",5
"11088","僧堂",5
"11089","威嚴",5
"11090","鼻子",5
"11091","光亮",5
"11092","客人",5
"11093","大自然",5
"11094","粥",5
"11095","濃煙",5
"11096","蒼白",5
"11097","扔下",5
"11098","熄滅",5
"11099","樹叢",5
"11100","壓",5
"11101","吞噬",5
"11102","傍晚",5
"11103","欄杆",5
"11104","真實",5
"11105","別",5
"11106","歌聲",5
"11107","簷",5
"11108","秘密",5
"11109","漱清亭",5
"11110","升",5
"11111","瓦",5
"11112","積雪",5
"11113","店鋪",5
"11114","瀰漫",5
"11115","後退",5
"11116","7",5
"11117","戰死",5
"11118","覺醒",5
"11119","未知",5
"11120","樓",5
"11121","有個",5
"11122","明晃晃",5
"11123","乃至",5
"11124","形式",5
"11125","難以想像",5
"11126","忘記",5
"11127","出自",5
"11128","躊躇",5
"11129","季節",5
"11130","毫無疑問",5
"11131","清",5
"11132","漱",5
"11133","側臉",5
"11134","以來",5
"11135","短劍",5
"11136","造成",5
"11137","傾聽",5
"11138","源氏",5
"11139","看出",5
"11140","可笑",5
"11141","少",5
"11142","微弱",5
"11143","呼喚",5
"11144","此刻",5
"11145","咱們",5
"11146","上方",5
"11147","資格",5
"11148","西服",5
"11149","因素",5
"11150","左側",5
"11151","此",5
"11152","光線",5
"11153","海濱",5
"11154","反正",5
"11155","張",5
"11156","折回",5
"11157","時而",5
"11158","復甦",5
"11159","她們",5
"11160","追問",5
"11161","主樓",5
"11162","送到",5
"11163","理應",5
"11164","海風",5
"11165","後背",5
"11166","從此以後",5
"11167","本人",5
"11168","身心",5
"11169","恥辱",5
"11170","陰沉沉",5
"11171","保津川",5
"11172","就寢",5
"11173","規則",5
"11174","一圈",5
"11175","辦公室",5
"11176","再也",5
"11177","時刻",5
"11178","安慰",5
"11179","清晰可見",5
"11180","氣喘吁吁",5
"11181","大門口",5
"11182","犯罪",5
"11183","袈裟",5
"11184","以此",5
"11185","開",5
"11186","不僅如此",5
"11187","牆上",5
"11188","口氣",5
"11189","隧道",5
"11190","吶",5
"11191","司",5
"11192","衝動",5
"11193","給巴",5
"11194","二樓",5
"11195","手掌",5
"11196","揚起",5
"11197","未免太",5
"11198","便衣",5
"11199","景象",5
"11200","服",5
"11201","貓",5
"11202","聽說",5
"11203","從不",5
"11204","散發出",5
"11205","足",5
"11206","環視",5
"11207","迎著",5
"11208","胸前",5
"11209","初次",5
"11210","約",5
"11211","漾",5
"11212","悶熱",5
"11213","失敗",5
"11214","精細",5
"11215","木架",5
"11216","招來",5
"11217","9",5
"11218","俘虜",5
"11219","我想",5
"11220","不變",5
"11221","話題",5
"11222","帶到",5
"11223","墳墓",5
"11224","小徑",5
"11225","為奇",5
"11226","外國",5
"11227","我心",5
"11228","預兆",6
"11229","夾餡",6
"11230","意外",6
"11231","過我",6
"11232","搔",6
"11233","聯想起",6
"11234","具備",6
"11235","離",6
"11236","門",6
"11237","一幅",6
"11238","沙洲",6
"11239","行李",6
"11240","茶",6
"11241","事態",6
"11242","重",6
"11243","今後",6
"11244","接",6
"11245","一家",6
"11246","白骨",6
"11247","公案",6
"11248","關上",6
"11249","不至於",6
"11250","禪僧",6
"11251","異常",6
"11252","座",6
"11253","嘲笑",6
"11254","迅速",6
"11255","對待",6
"11256","位置",6
"11257","不得不",6
"11258","大地",6
"11259","陰影",6
"11260","小屋",6
"11261","林木",6
"11262","未曾",6
"11263","想像力",6
"11264","內容",6
"11265","師傅",6
"11266","映現",6
"11267","骯髒",6
"11268","曠課",6
"11269","眼裡",6
"11270","看來",6
"11271","成排",6
"11272","紫色",6
"11273","罕見",6
"11274","宅邸",6
"11275","行人",6
"11276","距離",6
"11277","錯覺",6
"11278","起初",6
"11279","理論",6
"11280","和解",6
"11281","殘疾人",6
"11282","多次",6
"11283","輕輕",6
"11284","表示",6
"11285","不覺",6
"11286","拽",6
"11287","經文",6
"11288","晴朗",6
"11289","野心",6
