"","x"
"7877","這裡沒有晴朗的春天的下午"
"7878","也沒有擔心修剪過的草坪"
"7879","可是這荒涼的自然"
"7880","比春天午後的草坪更討我的歡心"
"7881","更親近我的存在"
"7882","在這裡"
"7883","我心滿意足了"
"7884","我可以不受任何威脅了"
"7885","
    我腦海裡突然生起的念頭"
"7886","難道就是柏木所說的殘暴的念頭嗎"
"7887","不管怎麼說"
"7888","這種念頭摔然在我內心中產生"
"7889","從剛才起就啟示了閃耀著的意義"
"7890","明晃晃地照亮了我的內心"
"7891","我還沒顧及深思"
"7892","這種念頭就猶如閃光"
"7893","在我的心中一閃而過"
"7894","僅此而已"
"7895","但是"
"7896","這個迄今從未想過的想法產生了"
"7897","同時立即給我增添了力量"
"7898","增添了莫大的力量"
"7899","毋寧說我被它包圍了"
"7900","這種念頭是什麼呢"
"7901","就是"
"7902","
    “我一定要把金閣燒掉"
"7903","”——""
""8"",""







    其後"
"7904","我又繼續走到了宜津線的丹後由良站前"
"7905","沿著東舞鶴中學時代修學旅行所走的同一條路線"
"7906","從這車站踏上了歸途"
"7907","站前的公路行人稀疏"
"7908","眾所周知"
"7909","本地人主要靠短暫的夏季的繁榮來維持生計"
"7910","
    站前的一爿小旅館"
"7911","門前掛著「海水浴旅館由良館」的招牌"
"7912","我想就在這旅館泊宿"
"7913","打開了毛玻璃門"
"7914","揚聲請求嚮導"
"7915","卻不見回應"
"7916","正門鋪板上落滿了厚厚的灰塵"
"7917","木板套窗緊閉"
"7918","屋內一片漆黑"
"7919","沒有人的動靜"
"7920","
    我繞到屋後"
"7921","那裡辟有一個樸素的小庭園"
"7922","菊花都枯萎了"
"7923","高處安裝了一個水槽"
"7924","是供夏季游泳歸來的房客沖洗身上的沙子用的"
"7925","
    距客房不遠的一幢小房"
"7926","似是住著旅館主人的家屬"
"7927","嚴閉的玻璃門裡流瀉出收音機的聲音"
"7928","茫然地聽到這種擺弄的高聲"
"7929","反而不覺得有人在屋了"
"7930","果然"
"7931","這裡也沒有人影"
"7932","我在激放著兩三雙術展的正門處"
"7933","趁著收音機聲間歇的空隙"
"7934","揚聲招呼"
"7935","還是白等了一陣子"
"7936","
    背後映現了一個人影"
"7937","這是從陰沉的天空隱約透出來的陳隴的陽光中"
"7938","發現了大門前的木屣箱上的木紋明亮起來的時候"
"7939","
    一個胖墩墩的肌膚白皙的女人－－她的軀體輪廓像是融化了再擠出來似的－－瞇縫著一雙似有似無的細眼睛在凝望著我"
"7940","我說明要投宿的來愈"
"7941","她連聲「請跟我來」也沒有說"
"7942","就默默地轉過身子"
"7943","向旅館門廳走去了"
"7944","
    ……她給我安排的住房"
"7945","是在二樓的一個角落上"
"7946","窗戶如海的小問"
"7947","要想靠這女人端來的手護這一丁點火氣"
"7948","來熏這長期關閉的房間的空氣"
"7949","是難以驅散那股霉臭味的"
"7950","我打開窗扉"
"7951","讓北風吹拂我的身掃"
"7952","大海那邊"
"7953","同方才一樣似乎不是為了讓誰觀賞"
"7954","雲朵悠閒、莊重地在不項戲耍"
"7955","雲朵似乎也是自然的毫無目標的衝動的反映"
"7956","而且可以看到其中必有一部分是靈敏、理智、藍色的小結晶體"
"7957","是蔚藍天空的薄片"
"7958","海卻看不見"
"7959","
    ……我站在自邊"
"7960","又開始追尋方纔的念頭"
"7961","我們心自問"
"7962","我在想燒燬全閣之前"
"7963","為什麼沒有先想到把老師殺掉呢"
"7964","
    迄今我並非全未想過要把老師殺掉"
"7965","可是我很快就意識到這樣做是無濟於事"
"7966","為什麼呢"
"7967","因為我知道即使把老師殺掉"
"7968","他的和尚頭和他的無力的罪惡還是會源源不斷地、不計其數地從黑暗的地平線上湧現出來"
"7969","
    一般來說"
"7970","有生命的東西不像金閣那樣具備嚴密的一次性"
"7971","人類只不過是承擔大自然的諸多屬性的一部分"
"7972","用有效的替代方法來傳活並繁殖它罷了"
"7973","假如殺人是為了消滅被殺對象的一次性的話"
"7974","那麼殺人就是永遠的誤算"
"7975","我就是這樣認為的"
"7976","這樣"
"7977","全閣和人類的存在就愈發顯示它們鮮明的對比"
"7978","一方面"
"7979","人類容易毀滅的形象反而浮現眾生的幻想"
"7980","而金閣堅固的美反而露出毀滅的可能性"
"7981","像人類那樣有能力致死的東西是不會根絕的"
"7982","而像金閣那樣不滅的東西卻是可以消滅的"
"7983","為什麼人們竟沒有察覺這一點呢"
"7984","我的獨創性是沒有什麼可懷疑的"
"7985","假如我把19世紀末20世紀初指定為國寶的金閣燒燬"
"7986","那是純粹的破壞"
"7987","是無法挽回的破滅"
"7988","那就是確實減輕人類創造的美的總份量"
"7989","
    思緒翩躚的時候"
"7990","連諧謔的氣氛也襲擊了我"
"7991","「要是把金閣燒掉……」我自言自語"
"7992","「這種行為可能會有明顯的教育效果吧"
"7993","因為人們會以此類推"
"7994","從而學習到『不滅』是沒有任何意義的"
"7995","學習到金閣單單持續五百五十年聳立在鏡湖池畔是不會成為任何事物的保證的"
"7996","還學習到我們的生存騎在其上的當然前提就是一種不安－－明天也會崩潰的不安"
"7997","」
    是啊"
"7998","我們的生存確實是被持續一定時間的凝固物所包圍而保存著的"
"7999","譬如"
"8000","木匠只為家務之便而製造的小抽屜"
"8001","隨著時間的流逝"
"8002","時間凌駕於這物體的形態之上"
"8003","歷時數十年數百年後"
"8004","時間反而彷彿凝固起來而形成這物體的形態"
"8005","一定的小空間"
"8006","起初被物體佔據著"
"8007","後來變為被凝結了的時間所佔據"
"8008","它就是一種精靈的化身"
"8009","中世紀短篇小說之一的《付喪神記》１的開首是這樣寫道"
"8010","——
    １《付喪神記》"
"8011","日本定河時代的連環畫書"
"8012","共二卷"
"8013","描寫不用的舊傢俱"
"8014","年長日久"
"8015","化為妖精"
"8016","興妖作怪的故事"
"8017","
    陰陽雜記雲"
"8018","器物經百年"
"8019","得化為精靈"
"8020","誆騙人心"
"8021","人們把
    它稱做付喪神"
"8022","由是"
"8023","世俗在每年立春前夕"
"8024","家家清除舊家
    具"
"8025","扔棄在路旁"
"8026","叫做大掃除"
"8027","這樣使得不足百年的付喪神速
    了災難"
"8028","
    我的行為可能免遭付喪神的災難"
"8029","成為打開人們的眼睛"
"8030","從這災難中把他們拯救出來吧"
"8031","由於我的這種行為"
"8032","可能導致把金閣所存在的世界"
"8033","推向金閣所不存在的世界"
"8034","世界的意義將會確實地改變……
    ……我自己越想越快活"
"8035","現在我目睹的圍繞著我身邊的世界"
"8036","已經接近了沒落與終結"
"8037","落日的光輝曾照大地"
"8038","載著承受夕照而輝煌燦爛的金閣的世界"
"8039","猶如從指縫漏掉的沙子實實在在地時時刻刻地掉落下去……
    我在由良旅館逗留了三天"
"8040","促使我離開這旅館的"
"8041","是由於老闆娘覺得我泊滿期間一步也沒有出門"
"8042","舉止可疑"
"8043","把警官帶來了的緣故"
"8044","我看見穿制服的警官走進我的房間裡來時"
"8045","擔心我的預謀會被發現"
"8046","可馬上又覺得沒有什麼可怕的"
"8047","我據實回答了他的詢問"
"8048","我說我想離開寺廟生活一段時間"
"8049","所以出走了"
"8050","並且出示了學生證"
"8051","還特意當著警官的面"
"8052","如數付清了旅館負"
"8053","結果"
"8054","警官擺出了一副保護者的姿態"
"8055","立即給商苑寺佳電話"
"8056","核實我所說的不是謊言"
"8057","並告訴他們說"
"8058","他將把我送回寺廟"
"8059","並且為了不傷害我這個有前途的人"
"8060","還特意換上了便服"
"8061","
    在丹後由良站候車的時候"
"8062","陣雨襲來"
"8063","沒有頂棚的車站頓時全被淋濕了"
"8064","著便服的警官陪伴我走進車站辦公室"
"8065","他蠻自豪地向我顯示"
"8066","站長和站務員都是他的朋友"
"8067","不僅如此"
"8068","他還向大家介紹我是他的侄子"
"8069","從京都來的"
"8070","
    我理解了革命家的心理"
"8071","這位農村站長和警官圍著忽閃著火苗的鐵火盆"
"8072","談笑風生"
"8073","絲毫沒有預感到逼近眼前的世界的變動和他們的秩序行將崩潰"
"8074","
    我心想"
"8075","「假使金閣被燒掉了……假使金閣被燒掉了"
"8076","這幫傢伙的世界將會被改變面貌"
"8077","生活的金科玉律將會被推翻"
"8078","列車時刻表將會被打亂"
"8079","他們的法律也將會被變成無效的吧"
"8080","」
    他們竟然絲毫也沒有留意到他們自己身邊站著一個未來的犯人"
"8081","這個未來的犯人佯裝若無其事的樣子"
"8082","把手伸向火盆"
"8083","他們使我感到高興"
"8084","性格爽朗的年輕姑務員大聲吹噓他下個假日將去看的電影"
"8085","那是一部精彩的、催人淚下的電影"
"8086","也不乏花哨的武打場面"
"8087","下個假日就去看電影"
"8088","這個朝氣蓬勃的、遠比我魁偉的、生動活潑的青年在下個假日將去看電影"
"8089","擁抱女人"
"8090","然後進入夢鄉"
"8091","
    他不斷地捉弄站長"
"8092","開玩笑"
"8093","挨責備"
"8094","還手不停地給火盆添炭"
"8095","時而在黑板上寫些數字"
"8096","生活的迷惑"
"8097","或者說對生活的妒忌"
"8098","又要再度使我成為俘虜"
"8099","我也可以不去燒金閣"
"8100","從寺廟跑出來"
"8101","還俗"
"8102","這樣完全埋沒在生活裡"
"8103","
    ……但是"
"8104","黑暗的力量又立即復甦"
"8105","把我從那裡帶了出來"
"8106","我還是一定要把金閣燒掉"
"8107","到了那個時候"
"8108","特別定造的、我特別製造的、前所未聞的生命就將開始"
"8109","
    ……站長接電話去了"
"8110","不一會兒又走到鏡子前"
"8111","端端正正地戴上鑲有金邊的制帽"
"8112","清了清嗓子"
"8113","挺起胸脯"
"8114","彷彿要出席什麼儀式議的"
"8115","來到了雨後的月台上"
"8116","轉瞬間"
"8117","我應乘坐的列車發出轟隆隆聲"
"8118","沿著懸崖峭壁上的鐵路傳送過來"
"8119","那轟隆聲帶有一種從而後的崖上傳來的濡濕了的新鮮感"
"8120","
    傍晚7點扣分抵達京都的我"
"8121","在便衣警官的護送下來到了鹿苑寺的山門前"
"8122","這是一個冷颼颼的夜晚"
"8123","走出了黑xuxu的綿延的松林"
"8124","山門的頑固形象通將過來的時候"
"8125","我看到了站在門前的母親"
"8126","
    母親恰巧站在那塊寫上「違者將依國法懲罰」幾個字的告示牌旁"
"8127","在門燈的映照下"
"8128","她那蓬亂的頭髮"
"8129","恍如一根根倒豎著的白毫"
"8130","母親的頭髮還不至於那麼白"
"8131","只是在燈光的映照下顯得白花花而且"
"8132","她的頭髮籠蓋下的小小面孔毫無表情"
"8133","
    在我的眼裡"
"8134","身材矮小的母親竟這樣可怕地膨脹起來"
"8135","變得如此龐大"
"8136","母親背後敞開著的大門內的前院"
"8137","黑晗在擴展"
"8138","以黑暗為背景"
"8139","她身穿惟-一件出門用的和服"
"8140","腰繫磨破了的繡金絲腰帶"
"8141","這身簡便的和服也完全穿走了樣"
"8142","這樣一副身影紋絲不動地位立在那裡"
"8143","活像一具殭屍"
"8144","
    我有點躊躇"
"8145","要不要走到母親的跟前"
"8146","我也有點納悶"
"8147","為什麼母親會到這裡來"
"8148","後來我才明白老師知道我出走後"
"8149","就到母親那裡打聽"
"8150","母親驚慌失措地趕到鹿苑寺"
"8151","就這樣住了下來"
"8152","
    便衣警官推了推我的後背"
"8153","我走近母親"
"8154","她的身影竟然隨之漸漸變小了"
"8155","她的臉就在我的眼下"
"8156","醜陋地歪著仰望我"
"8157","
    感覺"
"8158","大概未曾欺騙過我"
"8159","母親那雙細小而狡猾的凹陷的眼睛"
"8160","彷彿如今才使我領會到我對母親的厭惡是正當的"
"8161","如前所述"
"8162","我本來對自己是由這個人產生出來這件事"
"8163","就感到有一種不耐煩的厭惡"
"8164","還有一種莫大恥辱的思緒……這反而使我同母親絕緣"
"8165","沒有給我報復的餘地"
"8166","然而"
"8167","羈絆並沒有解開"
"8168","
    ……但是"
"8169","現在我看見母親幾乎大半個身心都沉浸在母性的悲歎之中"
"8170","就突然感到我自由了"
"8171","為什麼會如此"
"8172","我也不知道"
"8173","我只是感到母親已經絕對不能威脅我了"
"8174","
    ……母親號啕痛哭"
"8175","又像是將被勒死似地嗚咽"
"8176","忽然間"
"8177","她將手伸向我的臉頰"
"8178","無力地扇了我一記耳光"
"8179","
    「你這個不孝的東西"
"8180","忘恩負義"
"8181","」
    便衣警官默默地望著我挨打的情景"
"8182","由於手是亂接下來"
"8183","手指的力量消失了"
"8184","反而像是指甲尖散亂地落在我的臉頰上"
"8185","看到母親儘管打我而表情卻沒有忘卻哀歎"
"8186","我便把視線移開了"
"8187","不大工夫"
"8188","母親的語調變了"
"8189","
    「那麼遠……你跑到那麼遠的地方"
"8190","哪兒來的錢"
"8191","」
    「錢"
"8192","向朋友借唄"
"8193","」
    「真的嗎"
"8194","不是偷來的吧"
"8195","」
    「不是偷的"
"8196","」
    這似乎就是母親推一擔心的事"
"8197","所以"
"8198","她如釋重負地鬆了口氣"
"8199","
    「是嗎"
"8200","……沒幹什麼壞事嗎"
"8201","」
    「沒有"
"8202","
    「是嗎"
"8203","那就好"
"8204","你一定要好好向方丈道歉"
"8205","儘管我已經誠懇地向他賠過不是"
"8206","但你也要誠心誠意地道歉"
"8207","求得他的寬恕啊"
"8208","方丈是一位心胸開闊的人"
"8209","我想他仍然會收留你的"
"8210","不過"
"8211","這回你再不回心轉意"
"8212","媽媽就死給你看"
"8213","真的"
"8214","如果你不希望媽媽死"
"8215","那麼你就真心改悔"
"8216","成為一名了不起的和尚……好了"
"8217","快快去賠罪吧"
"8218","」
    我和便衣警官默默地跟在母親的後面"
"8219","母親連應向便衣警官招呼都給忘記了"
"8220","
    我一邊望著母親繫著腰帶、邁著碎步、無精打采的背影"
"8221","一邊在尋思"
"8222","是什麼東西讓母親變得格外的醜陋的呢"
"8223","讓母親變得醜陋的……原來就是希望"
"8224","這種希望如頑固的皮癬"
"8225","潮乎乎呈淡紅色"
"8226","不斷使人發癢"
"8227","不輸給世上任何東西地盤踞在骯髒的皮膚上"
"8228","這就是一種無可救藥的希望"
"8229","
    冬天來了"
"8230","我的決心愈發變得堅定了"
"8231","儘管計劃一再拖延"
"8232","但我對這種漸漸的拖延"
"8233","並不感到厭煩"
"8234","
    此後半年期間"
"8235","我所苦惱的"
"8236","毋寧說是另一件事"
"8237","每到月底"
"8238","柏木總要向我摧債"
"8239","還要加上利息"
"8240","還要責罵幾句髒話"
"8241","我已無意還錢了"
"8242","為了不與柏木照面"
"8243","曠課就好了"
"8244","
    一旦下了這樣的決心"
"8245","我就不談對種種情況產生的動搖"
"8246","也不談來來回回的經過"
"8247","這是不足為奇的"
"8248","我的思想不再易變"
"8249","這半年我的目光凝視著一個未來而堅定不移"
"8250","這期間的我"
"8251","大概值得了幸福的意義"
"8252","
    首先是"
"8253","寺廟的生活變得快樂了"
"8254","一想到金閣遲早會被燒掉"
"8255","本來難以忍受的事物也變得容易忍受了"
"8256","像是預感到死亡的人似的"
"8257","我對待寺廟的人的態度變得和藹可親"
"8258","待人接物變得明朗大度"
"8259","辦任何事也變得以和為貴"
"8260","甚至對大自然也採取和解的態度"
"8261","對各天每日早晨飛來啄食殘存的落霜紅果的小鳥的胸毛也抱有一種親切感"
"8262","
    我連對老師的憎恨也忘卻了"
"8263","我已經從母親、朋友、所有一切事物中擺脫出來"
"8264","成了自由之身"
"8265","但是"
"8266","我還不至於愚蠢到產生這樣的錯覺"
"8267","以為這新的日子住著舒暢"
"8268","沒有必要下手就可以實現世界面貌的改變"
"8269","任何事情"
"8270","從結尾的角度來看"
"8271","都是可以寬恕的"
"8272","我感到已經把從結尾的角度來觀察事物的目光變成自己的目光"
"8273","而且還親自著手我斷這種結尾"
"8274","這正是我的自由的根據"
"8275","
    那樣的念頭雖說是突然產生"
"8276","但是焚燬全閱這種想法"
"8277","就猶如定做的西服穿起來特別會身"
"8278","彷彿生下來就立志要這樣做"
"8279","至少彷彿從與父親相伴"
"8280","初次邂逅金閣這天起就在我的體內孕育著等待開花"
"8281","在少年的眼裡"
"8282","金閣是世上非同尋常的美"
"8283","憑借這一點"
"8284","我早已具備日後成為一名縱火者的種種理由了"
"8285","
    1950年3月17日"
"8286","我修完大谷大學的預科課程"
"8287","第三天"
"8288","即19日正好是我滿21歲的生日"
"8289","預料三年級的成績是相當可觀的"
"8290","名次是對人中的第對名"
"8291","各科中成績最差的是國語"
"8292","42分"
"8293","曠課時數在總時數的610小時中占218小時"
"8294","超過三分之一"
"8295","儘管如此"
"8296","多虧佛爺的慈悲心"
"8297","這所大學沒有留級生"
"8298","所以我能夠進人本科"
"8299","老師也默認了這一事實"
"8300","
    我置學業於不顧"
"8301","以遊覽免費參觀的寺廟和神社度過了從晚春到初夏的這段美好的日子"
"8302","只要是足所能及的地方"
"8303","我都去了"
"8304","我想起這樣一天的事"
"8305","
    我走過妙心寺的大街寺前可"
"8306","發現一個以同樣快漫步伐走在我前面的學生的身影"
"8307","他佇立在一爿古老的低房簷的香煙市買香煙時"
"8308","我看見了他在制帽下的側臉"
"8309","
    這是一副緊蹙雙眉、白皙、機敏的側臉"
"8310","一看他的制帽"
"8311","就知道他是京都大學的學生"
"8312","他用眼角瞥了我一眼"
"8313","這是一雙活像濃重的影子流瀉過來的視線"
"8314","這時候"
"8315","我直覺地感到「他無疑是個縱火者」"
"8316","
    下午三點"
"8317","這時刻多麼不適宜於縱火"
"8318","一隻迷途在柏油馬路上飛舞的蝴蝶"
"8319","翩翩翻翻地圍繞著香煙鋪前播在小花瓶裡的衰萎了的山茶花"
"8320","白山東花枯萎的部分是茶褐色"
"8321","如同被火燎後一樣"
"8322","公共汽車總也不到站"
"8323","馬路上的時間停滯了"
"8324","
    不知為什麼"
"8325","我感到這個學生正朝著縱火的道路一步步地往前走"
"8326","我直截了當地把他看做是個縱火者"
"8327","他膽敢選擇縱火最困難的白天向自己的堅定立志的行為緩慢地移動著腳步"
"8328","他的前方有火和破壞"
"8329","他的背後有被遺棄了的秩序"
"8330","我從他的帶著幾許嚴肅的制服背影中"
"8331","產生了這樣的感覺"
"8332","也許我在腦海裡做過這樣的描繪"
"8333","一個年輕的縱火者的背影就應該是這樣子的"
"8334","陽光照射的裹著黑嘩嘰服的脊背佈滿了不吉利的凶兆"
"8335","
    我放慢了腳步"
"8336","準備尾隨這個學生"
"8337","走著走著"
"8338","我竟覺得他的左肩稍傾斜的背影"
"8339","似乎就是我的背影"
"8340","他遠比我英俊"
"8341","但他無疑是與我同樣的孤獨、同樣的不幸、同樣從美的妄念中波同樣的行為所驅使"
"8342","我尾隨著他"
"8343","不知不覺地產生了這樣的感覺"
"8344","我彷彿預先看到了自己的行為"
"8345","
    晚春的下午"
"8346","明媚的氣氛極度的沉悶"
"8347","這樣的事是很容易發生的"
"8348","也就是說"
"8349","我變成了雙重結構"
"8350","我的分身預先模仿了我的行為"
"8351","當我一旦堅決實行的時候"
"8352","就會讓我清清楚楚地看到平素看不見的我自身的形象"
"8353","
    總不見公共汽車的影子"
"8354","公路上渺無人跡"
"8355","正法山妙心寺的巨大的南門通將過來"
"8356","左右兩扇大大地敞開的門"
"8357","彷彿要把所有的現象都統統地吞進去"
"8358","從這裡眺望"
"8359","它那巨大的框架裡"
"8360","併吞了敕使門和山門的位子重複的狀況、佛殿的屋脊瓦、繁多的松樹"
"8361","再加上被鮮明地切開的一部分藍天"
"8362","甚至還有幾片薄雲"
"8363","走近大門"
"8364","可以看見寬闊的寺廟內縱橫走向的石板地和許多小廟的牆壁等等無盡的東西也加進其中"
"8365","然而"
"8366","一旦跨進門裡"
"8367","就知道這座神秘的大門"
"8368","在其門內收有蒼穹的全部和雲彩的全部"
"8369","所謂大寺廟就是這樣的玩意兒"
"8370","
    學生鑽進了大門"
"8371","他繞過敕使門的外側"
"8372","佇立在山門前的荷花池畔"
"8373","然後又站立在橫跨地面的中國式的石橋上"
"8374","仰望著聳立的山門"
"8375","我想"
"8376","「他縱火的目標就是那座山門吧"
"8377","」
    那是一座壯麗的山門"
"8378","被火包圍是最合適不過了"
"8379","在這樣一個明媚的下午"
"8380","大概不可能看見火吧"
"8381","於是它被大量的濃煙所包圍"
"8382","看不見的火焰舔著天空的情景"
"8383","只有透過望及的蒼穹歪歪扭扭地搖晃著才曉得的吧"
"8384","
    學生走近山門了"
"8385","他為了不讓我家覺"
"8386","繞向山門的東側偷看了我一眼"
"8387","正值出外化緣的僧侶回寺廟的時刻"
"8388","僧侶們腳用草鞋"
"8389","三人一隊成群地從東邊的小徑踏著石板路並排走過來"
"8390","草笠都掛在手上"
"8391","回到住處之前"
"8392","他們都遵循化緣的規矩"
"8393","只能將視線掃到眼前三四尺的地方"
"8394","彼此不得交頭接耳"
"8395","靜靜地在我的面前走過"
"8396","據向右邊了"
"8397","
    學生在山門苦又躊躇起來"
"8398","終於"
"8399","他將身於靠在一根柱子上"
"8400","從衣兜裡掏出了剛才買來的香煙"
"8401","然後慌裡慌張地環視了四周"
"8402","我心想"
"8403","他準是借抽煙來引火吧"
"8404","果然不出所料"
"8405","他嘴裡叼著一支煙"
"8406","湊近臉劃著火柴"
"8407","
    瞬間"
"8408","火柴的火苗閃爍著小小的透明的亮光"
"8409","我覺得學生的眼裡甚至看不見火的顏色"
"8410","因為這時午後的陽光正好包圍著山門的三方"
"8411","只在我所在的一邊投下了影子"
"8412","短暫的瞬間"
"8413","火苗於傳在荷花池畔的山門柱旁的學生的臉龐近處"
"8414","浮現出類似火的虛幻議的東西"
"8415","接著"
"8416","在他的猛然揮動的手上熄滅了"
"8417","
    僅是火柴熄滅"
"8418","學生似乎心裡仍然感到不放心"
"8419","他又用鞋底小心地將扔在基石上的煙火踩了踩"
"8420","然後愉快地抽起煙來"
"8421","將被遺留下來的我的失望置於一旁"
"8422","自已踱過了石橋"
"8423","經過敕使門"
"8424","悠然地出了在投下延伸著成排房屋的影子的大路上看得見的南門"
"8425","走遠了"
"8426","
    他不是縱火者"
"8427","只是一個在散步的學生"
"8428","也許僅僅是一個有點無聊、有點貧寒的青年罷了"
"8429","
    對於把這-一看在眼裡的我來說"
"8430","並不喜歡他那種謹小慎微"
"8431","譬如不是為了放火"
"8432","而只是為了抽一支煙卻如此膽怯地環顧四周"
"8433","也就是說"
"8434","那種學生哥的逃避法規的小氣的喜悅"
"8435","那種小心地踩踏已經熄滅了的煙火的態度"
"8436","實是過於謹慎了"
"8437","總之"
"8438","他的「文化素質」"
"8439","尤其是後面的玩意兒"
"8440","我是很不欣賞的"
"8441","就是靠這種分文不值的素貢"
"8442","他的小小的火苗被安全管理了"
"8443","他大概在為自己是火苗管理人、是一位對社會毫不懈怠的完美的管火人而自鳴得意吧"
"8444","
    明治維新以後"
"8445","京都城內外的古老寺廟所以很少被焚"
"8446","就是這種素質的賞賜"
"8447","即使偶然失火"
"8448","火也會被踩滅、被分截"
"8449","乃至被管理的"
"8450","以前絕非如此"
"8451","知思院在永享三年失火"
"8452","其後還多次征受人劫"
"8453","明德四年"
"8454","南禪寺本院的佛殿、法堂、金剛殿、大雲庵等都失過火"
"8455","延歷寺在元龜二年化為灰燼"
"8456","建仁寺在天文二十一年罹難於戰火"
"8457","三十三間堂在建長元年毀於一旦"
"8458","本能寺則在天正十年的兵荒馬亂中焚燬……
    那時"
"8459","火與火互相親近了"
"8460","火不會像現在這樣被分截、被貶低"
"8461","火總是能夠同別的火攜起手來"
"8462","糾合成無數的火"
"8463","大概人也是這樣的吧"
"8464","火不論在哪裡"
"8465","都能夠召喚別的火"
"8466","它的呼聲很快地傳達到了"
"8467","各個寺廟的被焚"
"8468","全是由於失火、連遭火災或是戰火所致"
"8469","並沒有留下縱火的記錄"
"8470","即使古時某個時代有像我這樣的男子漢"
"8471","他也只能是屏住氣息"
"8472","台縣等待時機"
"8473","各個寺廟有如一日一定會被焚燬的"
"8474","火是豐富而放肆的"
"8475","只要等待"
"8476","鑽空子的火就一定會相繼而起"
"8477","火與火就一定會攜手完成它應該完成的使命"
"8478","實際上"
"8479","金閣只不過是由於罕見的偶然才免於火災"
"8480","火自然而起"
"8481","滅亡和否定是常態"
"8482","建造起來的寺廟一定會被焚燬"
"8483","佛教的原理和規則是嚴密地支配著人間的"
"8484","即使是縱火"
"8485","那也是過分地訴諸自然、訴諸火的各種力量"
"8486","所以歷史學家無論誰都不把它當做縱火來看待"
"8487","
    那時候"
"8488","人間是不安寧的"
"8489","1950年的現在"
"8490","人間的不安也不亞於當年"
"8491","如果說各個寺廟由於不安寧而被焚燬"
"8492","那麼今天的金閣豈有不被焚燬的道理呢"
"8493","
    我做得上課"
"8494","卻惟獨經常去圖書館"
"8495","5月的一天"
"8496","我遇見了我一直迴避的柏木"
"8497","他看見我迴避的樣子"
"8498","就興致勃勃地追趕上來"
"8499","我心想"
"8500","假使我拔腿就跑"
"8501","他的X型的腿是不可能追上的"
"8502","但是"
"8503","這種想法反而使我停住了腳步"
"8504","
    柏木揪住我的肩膀"
"8505","氣喘吁吁"
"8506","這大概是在放學後的五點半光景"
"8507","為了避免碰見柏木"
"8508","我從圖書館出來後"
"8509","繞到校舍後面"
"8510","從西邊簡易的教室和高高的石牆之間的通路走過來"
"8511","那裡是一片荒地"
"8512","野菊叢生"
"8513","地上扔下了許多紙屑和空罐"
"8514","悄悄地溜進來的孩子們在投棒球"
"8515","他們的喧囂聲越過玻璃門窗"
"8516","使放學後落滿灰塵的成排書桌的教室顯得格外空蕩無人"
"8517","
    我停住腳步"
"8518","是在我經過那裡向主樓西側走去"
"8519","來到掛著「工作室」牌子的花道部小屋前的時候"
"8520","沿牆聳立的成排樟樹"
"8521","越過小屋屋頂"
"8522","把透過陽光的細小的葉影"
"8523","映現在主樓的紅磚牆上"
"8524","沐裕著夕照的紅磚美極了"
"8525","
    柏木喘著粗氣"
"8526","靠牆支持著身子"
"8527","樟樹搖曳的葉影"
"8528","給他那副總是憔悴的臉增添了光彩"
"8529","並投以奇妙地躍動的影子"
"8530","也許是與他不相稱的紅磚的反襯下才顯得這樣的吧"
"8531","
    「是5100元哩"
"8532","」柏木說"
"8533","「到這個5月底"
"8534","就是5100元哩"
"8535","你的這筆債"
"8536","要靠自己是越來越難以還清嘍"
"8537","」
    柏木說著從衣兜裡把折疊得整整齊齊的措據－－這些借據他總是放在衣兜裡——掏了出來"
"8538","攤開讓我看了看"
"8539","我剛要伸手去拿"
"8540","他慌忙地守好又放回衣兜裡"
"8541","大概是怕我把它弄破了吧"
"8542","我的眼睛裡只留下了刺眼的朱紅色拇指紋的殘像"
"8543","我的指紋顯得格外的淒慘"
"8544","
    「快點還吧"
"8545","也是為你好嘛"
"8546","管它是學費還是別的什麼錢"
"8547","不都是可以挪用嗎"
"8548","」
    我默不作聲"
"8549","面臨世界的悲慘結局"
"8550","我還有義務還債嗎"
"8551","我受誘惑的驅使"
"8552","本想以此向柏木做點暗示"
"8553","但又打消了"
"8554","
    「你怎麼不說話呀"
"8555","怕結巴難為情嗎"
"8556","事到如今"
"8557","還有什麼不好意思的"
"8558","連這個也知道你結巴了嘛"
"8559","連這個……」他說著"
"8560","用拳頭敲了敲夕陽映照的紅磚牆"
"8561","拳頭沾上了暗棕色的粉末"
"8562","「連這堵牆"
"8563","整個學校"
"8564","誰不知道問"
"8565","」
    儘管如此"
"8566","我依然不言一聲"
"8567","與他對峙著"
"8568","這時"
"8569","孩子們的棒球扔們了"
"8570","滾到我們兩人中間來了"
"8571","柏木想把它撿起扔回去"
"8572","於是彎下腰來"
"8573","我生起一段惡作劇的興趣"
"8574","我想看他是怎樣活動他的X型的腿"
"8575","讓手夠著落在前面一尺遠的棒球"
"8576","我的目光無意識地落在他的腿上"
"8577","柏木察覺之快"
"8578","可以說簡直是神速的"
"8579","他挺直了還沒有完全彎下的腰板"
"8580","凝視著我"
"8581","他的眼睛含有一種不像是他的、缺乏冷靜的憎恨"
"8582","
    一個孩子提心吊膽地走近來"
"8583","從我倆的中間拉起棒球拔腿就跑了"
"8584","柏木終於說道"
"8585","
    「好吧"
"8586","既然你是這種態度"
"8587","我也有我的考慮"
